#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
8780,act_89_68,empty_room,2.4,5,,d,e,a,b,c,,wave,wave,lie_down,lie_down,wave
8781,act_89_69,empty_room,2.4,5,,d,e,a,b,c,,lie_down,lie_down,pick_up,pick_up,lie_down
8782,act_89_70,empty_room,2.4,5,,d,e,a,b,c,,pick_up,pick_up,sit_down,sit_down,pick_up
8783,act_89_71,empty_room,2.4,5,,d,e,a,b,c,,sit_down,sit_down,stand_up,stand_up,sit_down
8784,act_89_72,empty_room,2.4,5,,d,e,a,b,c,,stand_up,stand_up,nothing,nothing,stand_up
8785,act_89_73,empty_room,2.4,5,,e,a,b,c,d,,nothing,nothing,walk,walk,nothing
8786,act_89_74,empty_room,2.4,5,,e,a,b,c,d,,walk,walk,rotation,rotation,walk
8787,act_89_75,empty_room,2.4,5,,e,a,b,c,d,,rotation,rotation,jump,jump,rotation
8788,act_89_76,empty_room,2.4,5,,e,a,b,c,d,,jump,jump,wave,wave,jump
8789,act_89_77,empty_room,2.4,5,,e,a,b,c,d,,wave,wave,lie_down,lie_down,wave
8790,act_89_78,empty_room,2.4,5,,e,a,b,c,d,,lie_down,lie_down,pick_up,pick_up,lie_down
8791,act_89_79,empty_room,2.4,5,,e,a,b,c,d,,pick_up,pick_up,sit_down,sit_down,pick_up
8792,act_89_80,empty_room,2.4,5,,e,a,b,c,d,,sit_down,sit_down,stand_up,stand_up,sit_down
8793,act_89_81,empty_room,2.4,5,,e,a,b,c,d,,stand_up,stand_up,nothing,nothing,stand_up
8794,act_89_82,empty_room,2.4,5,,a,b,c,d,e,,nothing,nothing,nothing,walk,nothing
8795,act_89_83,empty_room,2.4,5,,a,b,c,d,e,,walk,walk,walk,rotation,walk
8796,act_89_84,empty_room,2.4,5,,a,b,c,d,e,,rotation,rotation,rotation,jump,rotation
8797,act_89_85,empty_room,2.4,5,,a,b,c,d,e,,jump,jump,jump,wave,jump
8798,act_89_86,empty_room,2.4,5,,a,b,c,d,e,,wave,wave,wave,lie_down,wave
8799,act_89_87,empty_room,2.4,5,,a,b,c,d,e,,lie_down,lie_down,lie_down,pick_up,lie_down
8800,act_89_88,empty_room,2.4,5,,a,b,c,d,e,,pick_up,pick_up,pick_up,sit_down,pick_up
8801,act_89_89,empty_room,2.4,5,,a,b,c,d,e,,sit_down,sit_down,sit_down,stand_up,sit_down
8802,act_89_90,empty_room,2.4,5,,a,b,c,d,e,,stand_up,stand_up,stand_up,nothing,stand_up
8803,act_89_91,empty_room,2.4,5,,b,c,d,e,a,,nothing,nothing,nothing,nothing,nothing
8804,act_89_92,empty_room,2.4,5,,b,c,d,e,a,,walk,walk,walk,walk,walk
8805,act_89_93,empty_room,2.4,5,,b,c,d,e,a,,rotation,rotation,rotation,rotation,rotation
8806,act_89_94,empty_room,2.4,5,,b,c,d,e,a,,jump,jump,jump,jump,jump
8807,act_89_95,empty_room,2.4,5,,b,c,d,e,a,,wave,wave,wave,wave,wave
8808,act_89_96,empty_room,2.4,5,,b,c,d,e,a,,lie_down,lie_down,lie_down,lie_down,lie_down
8809,act_89_97,empty_room,2.4,5,,b,c,d,e,a,,pick_up,pick_up,pick_up,pick_up,pick_up
8810,act_89_98,empty_room,2.4,5,,b,c,d,e,a,,sit_down,sit_down,sit_down,sit_down,sit_down
8811,act_89_99,empty_room,2.4,5,,b,c,d,e,a,,stand_up,stand_up,stand_up,stand_up,stand_up
8812,act_90_1,empty_room,2.4,5,a,,c,d,e,b,nothing,,rotation,jump,wave,walk
8813,act_90_2,empty_room,2.4,5,a,,c,d,e,b,walk,,jump,wave,lie_down,rotation
8814,act_90_3,empty_room,2.4,5,a,,c,d,e,b,rotation,,wave,lie_down,pick_up,jump
8815,act_90_4,empty_room,2.4,5,a,,c,d,e,b,jump,,lie_down,pick_up,sit_down,wave
8816,act_90_5,empty_room,2.4,5,a,,c,d,e,b,wave,,pick_up,sit_down,stand_up,lie_down
8817,act_90_6,empty_room,2.4,5,a,,c,d,e,b,lie_down,,sit_down,stand_up,nothing,pick_up
8818,act_90_7,empty_room,2.4,5,a,,c,d,e,b,pick_up,,stand_up,nothing,walk,sit_down
8819,act_90_8,empty_room,2.4,5,a,,c,d,e,b,sit_down,,nothing,walk,rotation,stand_up
8820,act_90_9,empty_room,2.4,5,a,,c,d,e,b,stand_up,,walk,rotation,jump,nothing
8821,act_90_10,empty_room,2.4,5,b,,d,e,a,c,nothing,,rotation,jump,wave,walk
8822,act_90_11,empty_room,2.4,5,b,,d,e,a,c,walk,,jump,wave,lie_down,rotation
8823,act_90_12,empty_room,2.4,5,b,,d,e,a,c,rotation,,wave,lie_down,pick_up,jump
8824,act_90_13,empty_room,2.4,5,b,,d,e,a,c,jump,,lie_down,pick_up,sit_down,wave
8825,act_90_14,empty_room,2.4,5,b,,d,e,a,c,wave,,pick_up,sit_down,stand_up,lie_down
8826,act_90_15,empty_room,2.4,5,b,,d,e,a,c,lie_down,,sit_down,stand_up,nothing,pick_up
8827,act_90_16,empty_room,2.4,5,b,,d,e,a,c,pick_up,,stand_up,nothing,walk,sit_down
8828,act_90_17,empty_room,2.4,5,b,,d,e,a,c,sit_down,,nothing,walk,rotation,stand_up
8829,act_90_18,empty_room,2.4,5,b,,d,e,a,c,stand_up,,walk,rotation,jump,nothing
8830,act_90_19,empty_room,2.4,5,c,,e,a,b,d,nothing,,rotation,jump,wave,walk
8831,act_90_20,empty_room,2.4,5,c,,e,a,b,d,walk,,jump,wave,lie_down,rotation
8832,act_90_21,empty_room,2.4,5,c,,e,a,b,d,rotation,,wave,lie_down,pick_up,jump
8833,act_90_22,empty_room,2.4,5,c,,e,a,b,d,jump,,lie_down,pick_up,sit_down,wave
8834,act_90_23,empty_room,2.4,5,c,,e,a,b,d,wave,,pick_up,sit_down,stand_up,lie_down
8835,act_90_24,empty_room,2.4,5,c,,e,a,b,d,lie_down,,sit_down,stand_up,nothing,pick_up
8836,act_90_25,empty_room,2.4,5,c,,e,a,b,d,pick_up,,stand_up,nothing,walk,sit_down
8837,act_90_26,empty_room,2.4,5,c,,e,a,b,d,sit_down,,nothing,walk,rotation,stand_up
8838,act_90_27,empty_room,2.4,5,c,,e,a,b,d,stand_up,,walk,rotation,jump,nothing
8839,act_90_28,empty_room,2.4,5,d,,a,b,c,e,nothing,,rotation,jump,wave,walk
8840,act_90_29,empty_room,2.4,5,d,,a,b,c,e,walk,,jump,wave,lie_down,rotation
8841,act_90_30,empty_room,2.4,5,d,,a,b,c,e,rotation,,wave,lie_down,pick_up,jump
8842,act_90_31,empty_room,2.4,5,d,,a,b,c,e,jump,,lie_down,pick_up,sit_down,wave
8843,act_90_32,empty_room,2.4,5,d,,a,b,c,e,wave,,pick_up,sit_down,stand_up,lie_down
8844,act_90_33,empty_room,2.4,5,d,,a,b,c,e,lie_down,,sit_down,stand_up,nothing,pick_up
8845,act_90_34,empty_room,2.4,5,d,,a,b,c,e,pick_up,,stand_up,nothing,walk,sit_down
8846,act_90_35,empty_room,2.4,5,d,,a,b,c,e,sit_down,,nothing,walk,rotation,stand_up
8847,act_90_36,empty_room,2.4,5,d,,a,b,c,e,stand_up,,walk,rotation,jump,nothing
8848,act_90_37,empty_room,2.4,5,e,,b,c,d,a,nothing,,rotation,jump,wave,walk
8849,act_90_38,empty_room,2.4,5,e,,b,c,d,a,walk,,jump,wave,lie_down,rotation
8850,act_90_39,empty_room,2.4,5,e,,b,c,d,a,rotation,,wave,lie_down,pick_up,jump
8851,act_90_40,empty_room,2.4,5,e,,b,c,d,a,jump,,lie_down,pick_up,sit_down,wave
8852,act_90_41,empty_room,2.4,5,e,,b,c,d,a,wave,,pick_up,sit_down,stand_up,lie_down
8853,act_90_42,empty_room,2.4,5,e,,b,c,d,a,lie_down,,sit_down,stand_up,nothing,pick_up
8854,act_90_43,empty_room,2.4,5,e,,b,c,d,a,pick_up,,stand_up,nothing,walk,sit_down
8855,act_90_44,empty_room,2.4,5,e,,b,c,d,a,sit_down,,nothing,walk,rotation,stand_up
8856,act_90_45,empty_room,2.4,5,e,,b,c,d,a,stand_up,,walk,rotation,jump,nothing
8857,act_90_46,empty_room,2.4,5,a,,c,d,e,b,nothing,,walk,walk,rotation,nothing
8858,act_90_47,empty_room,2.4,5,a,,c,d,e,b,walk,,rotation,rotation,jump,walk
8859,act_90_48,empty_room,2.4,5,a,,c,d,e,b,rotation,,jump,jump,wave,rotation
8860,act_90_49,empty_room,2.4,5,a,,c,d,e,b,jump,,wave,wave,lie_down,jump
8861,act_90_50,empty_room,2.4,5,a,,c,d,e,b,wave,,lie_down,lie_down,pick_up,wave
8862,act_90_51,empty_room,2.4,5,a,,c,d,e,b,lie_down,,pick_up,pick_up,sit_down,lie_down
8863,act_90_52,empty_room,2.4,5,a,,c,d,e,b,pick_up,,sit_down,sit_down,stand_up,pick_up
8864,act_90_53,empty_room,2.4,5,a,,c,d,e,b,sit_down,,stand_up,stand_up,nothing,sit_down
8865,act_90_54,empty_room,2.4,5,a,,c,d,e,b,stand_up,,nothing,nothing,walk,stand_up
8866,act_90_55,empty_room,2.4,5,b,,d,e,a,c,nothing,,walk,walk,rotation,nothing
8867,act_90_56,empty_room,2.4,5,b,,d,e,a,c,walk,,rotation,rotation,jump,walk
8868,act_90_57,empty_room,2.4,5,b,,d,e,a,c,rotation,,jump,jump,wave,rotation
8869,act_90_58,empty_room,2.4,5,b,,d,e,a,c,jump,,wave,wave,lie_down,jump
8870,act_90_59,empty_room,2.4,5,b,,d,e,a,c,wave,,lie_down,lie_down,pick_up,wave
8871,act_90_60,empty_room,2.4,5,b,,d,e,a,c,lie_down,,pick_up,pick_up,sit_down,lie_down
8872,act_90_61,empty_room,2.4,5,b,,d,e,a,c,pick_up,,sit_down,sit_down,stand_up,pick_up
8873,act_90_62,empty_room,2.4,5,b,,d,e,a,c,sit_down,,stand_up,stand_up,nothing,sit_down
8874,act_90_63,empty_room,2.4,5,b,,d,e,a,c,stand_up,,nothing,nothing,walk,stand_up
8875,act_90_64,empty_room,2.4,5,c,,e,a,b,d,nothing,,nothing,walk,walk,nothing
8876,act_90_65,empty_room,2.4,5,c,,e,a,b,d,walk,,walk,rotation,rotation,walk
8877,act_90_66,empty_room,2.4,5,c,,e,a,b,d,rotation,,rotation,jump,jump,rotation
8878,act_90_67,empty_room,2.4,5,c,,e,a,b,d,jump,,jump,wave,wave,jump
8879,act_90_68,empty_room,2.4,5,c,,e,a,b,d,wave,,wave,lie_down,lie_down,wave
8880,act_90_69,empty_room,2.4,5,c,,e,a,b,d,lie_down,,lie_down,pick_up,pick_up,lie_down
8881,act_90_70,empty_room,2.4,5,c,,e,a,b,d,pick_up,,pick_up,sit_down,sit_down,pick_up
8882,act_90_71,empty_room,2.4,5,c,,e,a,b,d,sit_down,,sit_down,stand_up,stand_up,sit_down
8883,act_90_72,empty_room,2.4,5,c,,e,a,b,d,stand_up,,stand_up,nothing,nothing,stand_up
8884,act_90_73,empty_room,2.4,5,d,,a,b,c,e,nothing,,nothing,walk,walk,nothing
8885,act_90_74,empty_room,2.4,5,d,,a,b,c,e,walk,,walk,rotation,rotation,walk
8886,act_90_75,empty_room,2.4,5,d,,a,b,c,e,rotation,,rotation,jump,jump,rotation
8887,act_90_76,empty_room,2.4,5,d,,a,b,c,e,jump,,jump,wave,wave,jump
8888,act_90_77,empty_room,2.4,5,d,,a,b,c,e,wave,,wave,lie_down,lie_down,wave
8889,act_90_78,empty_room,2.4,5,d,,a,b,c,e,lie_down,,lie_down,pick_up,pick_up,lie_down
8890,act_90_79,empty_room,2.4,5,d,,a,b,c,e,pick_up,,pick_up,sit_down,sit_down,pick_up
8891,act_90_80,empty_room,2.4,5,d,,a,b,c,e,sit_down,,sit_down,stand_up,stand_up,sit_down
8892,act_90_81,empty_room,2.4,5,d,,a,b,c,e,stand_up,,stand_up,nothing,nothing,stand_up
8893,act_90_82,empty_room,2.4,5,e,,b,c,d,a,nothing,,nothing,nothing,walk,nothing
8894,act_90_83,empty_room,2.4,5,e,,b,c,d,a,walk,,walk,walk,rotation,walk
8895,act_90_84,empty_room,2.4,5,e,,b,c,d,a,rotation,,rotation,rotation,jump,rotation
8896,act_90_85,empty_room,2.4,5,e,,b,c,d,a,jump,,jump,jump,wave,jump
8897,act_90_86,empty_room,2.4,5,e,,b,c,d,a,wave,,wave,wave,lie_down,wave
8898,act_90_87,empty_room,2.4,5,e,,b,c,d,a,lie_down,,lie_down,lie_down,pick_up,lie_down
8899,act_90_88,empty_room,2.4,5,e,,b,c,d,a,pick_up,,pick_up,pick_up,sit_down,pick_up
8900,act_90_89,empty_room,2.4,5,e,,b,c,d,a,sit_down,,sit_down,sit_down,stand_up,sit_down
8901,act_90_90,empty_room,2.4,5,e,,b,c,d,a,stand_up,,stand_up,stand_up,nothing,stand_up
8902,act_90_91,empty_room,2.4,5,a,,c,d,e,b,nothing,,nothing,nothing,nothing,nothing
8903,act_90_92,empty_room,2.4,5,a,,c,d,e,b,walk,,walk,walk,walk,walk
8904,act_90_93,empty_room,2.4,5,a,,c,d,e,b,rotation,,rotation,rotation,rotation,rotation
8905,act_90_94,empty_room,2.4,5,a,,c,d,e,b,jump,,jump,jump,jump,jump
8906,act_90_95,empty_room,2.4,5,a,,c,d,e,b,wave,,wave,wave,wave,wave
8907,act_90_96,empty_room,2.4,5,a,,c,d,e,b,lie_down,,lie_down,lie_down,lie_down,lie_down
8908,act_90_97,empty_room,2.4,5,a,,c,d,e,b,pick_up,,pick_up,pick_up,pick_up,pick_up
8909,act_90_98,empty_room,2.4,5,a,,c,d,e,b,sit_down,,sit_down,sit_down,sit_down,sit_down
8910,act_90_99,empty_room,2.4,5,a,,c,d,e,b,stand_up,,stand_up,stand_up,stand_up,stand_up
8911,act_91_1,empty_room,5,1,a,,,,,,nothing,,,,,
8912,act_91_2,empty_room,5,1,a,,,,,,walk,,,,,
8913,act_91_3,empty_room,5,1,a,,,,,,rotation,,,,,
8914,act_91_4,empty_room,5,1,a,,,,,,jump,,,,,
8915,act_91_5,empty_room,5,1,a,,,,,,wave,,,,,
8916,act_91_6,empty_room,5,1,a,,,,,,lie_down,,,,,
8917,act_91_7,empty_room,5,1,a,,,,,,pick_up,,,,,
8918,act_91_8,empty_room,5,1,a,,,,,,sit_down,,,,,
8919,act_91_9,empty_room,5,1,a,,,,,,stand_up,,,,,
8920,act_91_10,empty_room,5,1,b,,,,,,nothing,,,,,
8921,act_91_11,empty_room,5,1,b,,,,,,walk,,,,,
8922,act_91_12,empty_room,5,1,b,,,,,,rotation,,,,,
8923,act_91_13,empty_room,5,1,b,,,,,,jump,,,,,
8924,act_91_14,empty_room,5,1,b,,,,,,wave,,,,,
8925,act_91_15,empty_room,5,1,b,,,,,,lie_down,,,,,
8926,act_91_16,empty_room,5,1,b,,,,,,pick_up,,,,,
8927,act_91_17,empty_room,5,1,b,,,,,,sit_down,,,,,
8928,act_91_18,empty_room,5,1,b,,,,,,stand_up,,,,,
8929,act_91_19,empty_room,5,1,c,,,,,,nothing,,,,,
8930,act_91_20,empty_room,5,1,c,,,,,,walk,,,,,
8931,act_91_21,empty_room,5,1,c,,,,,,rotation,,,,,
8932,act_91_22,empty_room,5,1,c,,,,,,jump,,,,,
8933,act_91_23,empty_room,5,1,c,,,,,,wave,,,,,
8934,act_91_24,empty_room,5,1,c,,,,,,lie_down,,,,,
8935,act_91_25,empty_room,5,1,c,,,,,,pick_up,,,,,
8936,act_91_26,empty_room,5,1,c,,,,,,sit_down,,,,,
8937,act_91_27,empty_room,5,1,c,,,,,,stand_up,,,,,
8938,act_91_28,empty_room,5,1,d,,,,,,nothing,,,,,
8939,act_91_29,empty_room,5,1,d,,,,,,walk,,,,,
8940,act_91_30,empty_room,5,1,d,,,,,,rotation,,,,,
8941,act_91_31,empty_room,5,1,d,,,,,,jump,,,,,
8942,act_91_32,empty_room,5,1,d,,,,,,wave,,,,,
8943,act_91_33,empty_room,5,1,d,,,,,,lie_down,,,,,
8944,act_91_34,empty_room,5,1,d,,,,,,pick_up,,,,,
8945,act_91_35,empty_room,5,1,d,,,,,,sit_down,,,,,
8946,act_91_36,empty_room,5,1,d,,,,,,stand_up,,,,,
8947,act_91_37,empty_room,5,1,e,,,,,,nothing,,,,,
8948,act_91_38,empty_room,5,1,e,,,,,,walk,,,,,
8949,act_91_39,empty_room,5,1,e,,,,,,rotation,,,,,
8950,act_91_40,empty_room,5,1,e,,,,,,jump,,,,,
8951,act_91_41,empty_room,5,1,e,,,,,,wave,,,,,
8952,act_91_42,empty_room,5,1,e,,,,,,lie_down,,,,,
8953,act_91_43,empty_room,5,1,e,,,,,,pick_up,,,,,
8954,act_91_44,empty_room,5,1,e,,,,,,sit_down,,,,,
8955,act_91_45,empty_room,5,1,e,,,,,,stand_up,,,,,
8956,act_91_46,empty_room,5,1,a,,,,,,nothing,,,,,
8957,act_91_47,empty_room,5,1,a,,,,,,walk,,,,,
8958,act_91_48,empty_room,5,1,a,,,,,,rotation,,,,,
8959,act_91_49,empty_room,5,1,a,,,,,,jump,,,,,
8960,act_91_50,empty_room,5,1,a,,,,,,wave,,,,,
8961,act_91_51,empty_room,5,1,a,,,,,,lie_down,,,,,
8962,act_91_52,empty_room,5,1,a,,,,,,pick_up,,,,,
8963,act_91_53,empty_room,5,1,a,,,,,,sit_down,,,,,
8964,act_91_54,empty_room,5,1,a,,,,,,stand_up,,,,,
8965,act_91_55,empty_room,5,1,b,,,,,,nothing,,,,,
8966,act_91_56,empty_room,5,1,b,,,,,,walk,,,,,
8967,act_91_57,empty_room,5,1,b,,,,,,rotation,,,,,
8968,act_91_58,empty_room,5,1,b,,,,,,jump,,,,,
8969,act_91_59,empty_room,5,1,b,,,,,,wave,,,,,
8970,act_91_60,empty_room,5,1,b,,,,,,lie_down,,,,,
8971,act_91_61,empty_room,5,1,b,,,,,,pick_up,,,,,
8972,act_91_62,empty_room,5,1,b,,,,,,sit_down,,,,,
8973,act_91_63,empty_room,5,1,b,,,,,,stand_up,,,,,
8974,act_91_64,empty_room,5,1,c,,,,,,nothing,,,,,
8975,act_91_65,empty_room,5,1,c,,,,,,walk,,,,,
8976,act_91_66,empty_room,5,1,c,,,,,,rotation,,,,,
8977,act_91_67,empty_room,5,1,c,,,,,,jump,,,,,
8978,act_91_68,empty_room,5,1,c,,,,,,wave,,,,,
8979,act_91_69,empty_room,5,1,c,,,,,,lie_down,,,,,
8980,act_91_70,empty_room,5,1,c,,,,,,pick_up,,,,,
8981,act_91_71,empty_room,5,1,c,,,,,,sit_down,,,,,
8982,act_91_72,empty_room,5,1,c,,,,,,stand_up,,,,,
8983,act_91_73,empty_room,5,1,d,,,,,,nothing,,,,,
8984,act_91_74,empty_room,5,1,d,,,,,,walk,,,,,
8985,act_91_75,empty_room,5,1,d,,,,,,rotation,,,,,
8986,act_91_76,empty_room,5,1,d,,,,,,jump,,,,,
8987,act_91_77,empty_room,5,1,d,,,,,,wave,,,,,
8988,act_91_78,empty_room,5,1,d,,,,,,lie_down,,,,,
8989,act_91_79,empty_room,5,1,d,,,,,,pick_up,,,,,
8990,act_91_80,empty_room,5,1,d,,,,,,sit_down,,,,,
8991,act_91_81,empty_room,5,1,d,,,,,,stand_up,,,,,
8992,act_91_82,empty_room,5,1,e,,,,,,nothing,,,,,
8993,act_91_83,empty_room,5,1,e,,,,,,walk,,,,,
8994,act_91_84,empty_room,5,1,e,,,,,,rotation,,,,,
8995,act_91_85,empty_room,5,1,e,,,,,,jump,,,,,
8996,act_91_86,empty_room,5,1,e,,,,,,wave,,,,,
8997,act_91_87,empty_room,5,1,e,,,,,,lie_down,,,,,
8998,act_91_88,empty_room,5,1,e,,,,,,pick_up,,,,,
8999,act_91_89,empty_room,5,1,e,,,,,,sit_down,,,,,
9000,act_91_90,empty_room,5,1,e,,,,,,stand_up,,,,,
9001,act_91_91,empty_room,5,1,a,,,,,,nothing,,,,,
9002,act_91_92,empty_room,5,1,a,,,,,,walk,,,,,
9003,act_91_93,empty_room,5,1,a,,,,,,rotation,,,,,
9004,act_91_94,empty_room,5,1,a,,,,,,jump,,,,,
9005,act_91_95,empty_room,5,1,a,,,,,,wave,,,,,
9006,act_91_96,empty_room,5,1,a,,,,,,lie_down,,,,,
9007,act_91_97,empty_room,5,1,a,,,,,,pick_up,,,,,
9008,act_91_98,empty_room,5,1,a,,,,,,sit_down,,,,,
9009,act_91_99,empty_room,5,1,a,,,,,,stand_up,,,,,
9010,act_92_1,empty_room,5,1,,b,,,,,,walk,,,,
9011,act_92_2,empty_room,5,1,,b,,,,,,rotation,,,,
9012,act_92_3,empty_room,5,1,,b,,,,,,jump,,,,
9013,act_92_4,empty_room,5,1,,b,,,,,,wave,,,,
9014,act_92_5,empty_room,5,1,,b,,,,,,lie_down,,,,
9015,act_92_6,empty_room,5,1,,b,,,,,,pick_up,,,,
9016,act_92_7,empty_room,5,1,,b,,,,,,sit_down,,,,
9017,act_92_8,empty_room,5,1,,b,,,,,,stand_up,,,,
9018,act_92_9,empty_room,5,1,,b,,,,,,nothing,,,,
9019,act_92_10,empty_room,5,1,,c,,,,,,walk,,,,
9020,act_92_11,empty_room,5,1,,c,,,,,,rotation,,,,
9021,act_92_12,empty_room,5,1,,c,,,,,,jump,,,,
9022,act_92_13,empty_room,5,1,,c,,,,,,wave,,,,
9023,act_92_14,empty_room,5,1,,c,,,,,,lie_down,,,,
9024,act_92_15,empty_room,5,1,,c,,,,,,pick_up,,,,
9025,act_92_16,empty_room,5,1,,c,,,,,,sit_down,,,,
9026,act_92_17,empty_room,5,1,,c,,,,,,stand_up,,,,
9027,act_92_18,empty_room,5,1,,c,,,,,,nothing,,,,
9028,act_92_19,empty_room,5,1,,d,,,,,,walk,,,,
9029,act_92_20,empty_room,5,1,,d,,,,,,rotation,,,,
9030,act_92_21,empty_room,5,1,,d,,,,,,jump,,,,
9031,act_92_22,empty_room,5,1,,d,,,,,,wave,,,,
9032,act_92_23,empty_room,5,1,,d,,,,,,lie_down,,,,
9033,act_92_24,empty_room,5,1,,d,,,,,,pick_up,,,,
9034,act_92_25,empty_room,5,1,,d,,,,,,sit_down,,,,
9035,act_92_26,empty_room,5,1,,d,,,,,,stand_up,,,,
9036,act_92_27,empty_room,5,1,,d,,,,,,nothing,,,,
9037,act_92_28,empty_room,5,1,,e,,,,,,walk,,,,
9038,act_92_29,empty_room,5,1,,e,,,,,,rotation,,,,
9039,act_92_30,empty_room,5,1,,e,,,,,,jump,,,,
9040,act_92_31,empty_room,5,1,,e,,,,,,wave,,,,
9041,act_92_32,empty_room,5,1,,e,,,,,,lie_down,,,,
9042,act_92_33,empty_room,5,1,,e,,,,,,pick_up,,,,
9043,act_92_34,empty_room,5,1,,e,,,,,,sit_down,,,,
9044,act_92_35,empty_room,5,1,,e,,,,,,stand_up,,,,
9045,act_92_36,empty_room,5,1,,e,,,,,,nothing,,,,
9046,act_92_37,empty_room,5,1,,a,,,,,,walk,,,,
9047,act_92_38,empty_room,5,1,,a,,,,,,rotation,,,,
9048,act_92_39,empty_room,5,1,,a,,,,,,jump,,,,
9049,act_92_40,empty_room,5,1,,a,,,,,,wave,,,,
9050,act_92_41,empty_room,5,1,,a,,,,,,lie_down,,,,
9051,act_92_42,empty_room,5,1,,a,,,,,,pick_up,,,,
9052,act_92_43,empty_room,5,1,,a,,,,,,sit_down,,,,
9053,act_92_44,empty_room,5,1,,a,,,,,,stand_up,,,,
9054,act_92_45,empty_room,5,1,,a,,,,,,nothing,,,,
9055,act_92_46,empty_room,5,1,,b,,,,,,nothing,,,,
9056,act_92_47,empty_room,5,1,,b,,,,,,walk,,,,
9057,act_92_48,empty_room,5,1,,b,,,,,,rotation,,,,
9058,act_92_49,empty_room,5,1,,b,,,,,,jump,,,,
9059,act_92_50,empty_room,5,1,,b,,,,,,wave,,,,
9060,act_92_51,empty_room,5,1,,b,,,,,,lie_down,,,,
9061,act_92_52,empty_room,5,1,,b,,,,,,pick_up,,,,
9062,act_92_53,empty_room,5,1,,b,,,,,,sit_down,,,,
9063,act_92_54,empty_room,5,1,,b,,,,,,stand_up,,,,
9064,act_92_55,empty_room,5,1,,c,,,,,,nothing,,,,
9065,act_92_56,empty_room,5,1,,c,,,,,,walk,,,,
9066,act_92_57,empty_room,5,1,,c,,,,,,rotation,,,,
9067,act_92_58,empty_room,5,1,,c,,,,,,jump,,,,
9068,act_92_59,empty_room,5,1,,c,,,,,,wave,,,,
9069,act_92_60,empty_room,5,1,,c,,,,,,lie_down,,,,
9070,act_92_61,empty_room,5,1,,c,,,,,,pick_up,,,,
9071,act_92_62,empty_room,5,1,,c,,,,,,sit_down,,,,
9072,act_92_63,empty_room,5,1,,c,,,,,,stand_up,,,,
9073,act_92_64,empty_room,5,1,,d,,,,,,nothing,,,,
9074,act_92_65,empty_room,5,1,,d,,,,,,walk,,,,
9075,act_92_66,empty_room,5,1,,d,,,,,,rotation,,,,
9076,act_92_67,empty_room,5,1,,d,,,,,,jump,,,,
9077,act_92_68,empty_room,5,1,,d,,,,,,wave,,,,
9078,act_92_69,empty_room,5,1,,d,,,,,,lie_down,,,,
9079,act_92_70,empty_room,5,1,,d,,,,,,pick_up,,,,
9080,act_92_71,empty_room,5,1,,d,,,,,,sit_down,,,,
9081,act_92_72,empty_room,5,1,,d,,,,,,stand_up,,,,
9082,act_92_73,empty_room,5,1,,e,,,,,,nothing,,,,
9083,act_92_74,empty_room,5,1,,e,,,,,,walk,,,,
9084,act_92_75,empty_room,5,1,,e,,,,,,rotation,,,,
9085,act_92_76,empty_room,5,1,,e,,,,,,jump,,,,
9086,act_92_77,empty_room,5,1,,e,,,,,,wave,,,,
9087,act_92_78,empty_room,5,1,,e,,,,,,lie_down,,,,
9088,act_92_79,empty_room,5,1,,e,,,,,,pick_up,,,,
9089,act_92_80,empty_room,5,1,,e,,,,,,sit_down,,,,
9090,act_92_81,empty_room,5,1,,e,,,,,,stand_up,,,,
9091,act_92_82,empty_room,5,1,,a,,,,,,nothing,,,,
9092,act_92_83,empty_room,5,1,,a,,,,,,walk,,,,
9093,act_92_84,empty_room,5,1,,a,,,,,,rotation,,,,
9094,act_92_85,empty_room,5,1,,a,,,,,,jump,,,,
9095,act_92_86,empty_room,5,1,,a,,,,,,wave,,,,
9096,act_92_87,empty_room,5,1,,a,,,,,,lie_down,,,,
9097,act_92_88,empty_room,5,1,,a,,,,,,pick_up,,,,
9098,act_92_89,empty_room,5,1,,a,,,,,,sit_down,,,,
9099,act_92_90,empty_room,5,1,,a,,,,,,stand_up,,,,
9100,act_92_91,empty_room,5,1,,b,,,,,,nothing,,,,
9101,act_92_92,empty_room,5,1,,b,,,,,,walk,,,,
9102,act_92_93,empty_room,5,1,,b,,,,,,rotation,,,,
9103,act_92_94,empty_room,5,1,,b,,,,,,jump,,,,
9104,act_92_95,empty_room,5,1,,b,,,,,,wave,,,,
9105,act_92_96,empty_room,5,1,,b,,,,,,lie_down,,,,
9106,act_92_97,empty_room,5,1,,b,,,,,,pick_up,,,,
9107,act_92_98,empty_room,5,1,,b,,,,,,sit_down,,,,
9108,act_92_99,empty_room,5,1,,b,,,,,,stand_up,,,,
9109,act_93_1,empty_room,5,1,,,c,,,,,,rotation,,,
9110,act_93_2,empty_room,5,1,,,c,,,,,,jump,,,
9111,act_93_3,empty_room,5,1,,,c,,,,,,wave,,,
9112,act_93_4,empty_room,5,1,,,c,,,,,,lie_down,,,
9113,act_93_5,empty_room,5,1,,,c,,,,,,pick_up,,,
9114,act_93_6,empty_room,5,1,,,c,,,,,,sit_down,,,
9115,act_93_7,empty_room,5,1,,,c,,,,,,stand_up,,,
